_id,eventId,type,soloUser,members,status,registeredAt,__v,teamName,leader
"""69bce155881ae2284c13b9f1""","""69bcdc5770afaddb955f7d18""","solo","""69bb9125c2aad3256793c917""","[]","pending","""2026-03-20T05:55:33.382Z""","0",,
"""69bce1fb881ae2284c13ba0b""","""69bcdc5a70afaddb955f7d26""","team",,"[""69bba74b1ada37230db3e6b7"",""69bb8fc9c2aad3256793c8db"",""69bb8ea2c2aad3256793c88f"",""69bb98dac2aad3256793ca08""]","pending","""2026-03-20T05:58:19.645Z""","0","Cosmic Crew","""69bba74b1ada37230db3e6b7"""
"""69bce446881ae2284c13ba91""","""69bcdc5170afaddb955f7d0e""","solo","""69bce2d5881ae2284c13ba51""","[]","pending","""2026-03-20T06:08:06.192Z""","0",,
"""69bce447881ae2284c13ba97""","""69bcdc5570afaddb955f7d10""","solo","""69bce2d5881ae2284c13ba51""","[]","pending","""2026-03-20T06:08:07.677Z""","0",,
"""69bce448881ae2284c13ba9e""","""69bcdc5670afaddb955f7d11""","solo","""69bce2d5881ae2284c13ba51""","[]","pending","""2026-03-20T06:08:08.899Z""","0",,
"""69bce44a881ae2284c13baa6""","""69bcdc5670afaddb955f7d13""","solo","""69bce2d5881ae2284c13ba51""","[]","pending","""2026-03-20T06:08:10.060Z""","0",,
"""69bce481881ae2284c13bab6""","""69bcdc5770afaddb955f7d15""","team",,"[""69bba42625e19c9d1af7082e""]","pending","""2026-03-20T06:09:05.554Z""","0","watt's up warrior","""69bba42625e19c9d1af7082e"""
"""69bce482881ae2284c13babc""","""69bcdc5770afaddb955f7d1b""","solo","""69bba42625e19c9d1af7082e""","[]","pending","""2026-03-20T06:09:06.709Z""","0",,
"""69bce484881ae2284c13bac6""","""69bcdc5870afaddb955f7d1f""","team",,"[""69bba42625e19c9d1af7082e""]","pending","""2026-03-20T06:09:08.053Z""","0","Watt's up warrior","""69bba42625e19c9d1af7082e"""
"""69bce485881ae2284c13bacc""","""69bcdc5970afaddb955f7d23""","solo","""69bba42625e19c9d1af7082e""","[]","pending","""2026-03-20T06:09:09.198Z""","0",,
"""69bce5f3881ae2284c13bb3c""","""69bcdc5870afaddb955f7d20""","team",,"[""69bba42625e19c9d1af7082e""]","pending","""2026-03-20T06:15:15.351Z""","0","Watt's Up warrior","""69bba42625e19c9d1af7082e"""
"""69bce5f4881ae2284c13bb42""","""69bcdc5870afaddb955f7d21""","solo","""69bba42625e19c9d1af7082e""","[]","pending","""2026-03-20T06:15:16.522Z""","0",,
"""69bce80d881ae2284c13bb6f""","""69bcdc5770afaddb955f7d16""","solo","""69bc2a54d00af3144e576158""","[]","pending","""2026-03-20T06:24:13.808Z""","0",,
"""69bce80f881ae2284c13bb75""","""69bcdc5770afaddb955f7d18""","solo","""69bc2a54d00af3144e576158""","[]","pending","""2026-03-20T06:24:15.065Z""","0",,
"""69bcec41330a408a5dfaee09""","""69bcdc5770afaddb955f7d16""","solo","""69bbb6d10bbd64742ea5e115""","[]","pending","""2026-03-20T06:42:09.408Z""","0",,
"""69bcec8a330a408a5dfaee24""","""69bcdc5770afaddb955f7d1a""","team",,"[""69bb932dc2aad3256793c988""]","pending","""2026-03-20T06:43:22.594Z""","0","Astro","""69bb932dc2aad3256793c988"""
"""69bcecbe330a408a5dfaee69""","""69bcdc5770afaddb955f7d1a""","team",,"[""69bb8f52c2aad3256793c8bb""]","pending","""2026-03-20T06:44:14.990Z""","0","Sonu","""69bb8f52c2aad3256793c8bb"""
"""69bced5f330a408a5dfaee8f""","""69bcdc5770afaddb955f7d1a""","team",,"[""69bbc1f183478426c744ce44""]","pending","""2026-03-20T06:46:55.112Z""","0","Abhishek","""69bbc1f183478426c744ce44"""
"""69bcedc6881ae2284c13bc0c""","""69bcdc5770afaddb955f7d1a""","team",,"[""69bb8ec8c2aad3256793c89d""]","pending","""2026-03-20T06:48:38.987Z""","0","Sumit","""69bb8ec8c2aad3256793c89d"""
"""69bceddf881ae2284c13bc17""","""69bcdc5770afaddb955f7d1a""","team",,"[""69bb911fc2aad3256793c910""]","pending","""2026-03-20T06:49:03.865Z""","0","Ravi Kumar","""69bb911fc2aad3256793c910"""
